Time / s,Voltage / V,Current / A
1336.447265625,3.31979311324642,8
1349.947265625,3.31497680044241,8
1363.447265625,3.31013549450299,8
1376.947265625,3.30527055997599,8
1390.447265625,3.30038323844825,8
1403.947265625,3.29547456296401,8
1417.447265625,3.29054526564339,8
1430.947265625,3.285595673775,8
1444.447265625,3.28062558603528,8
1457.947265625,3.27563412552392,8
1471.447265625,3.27061957637845,8
1484.947265625,3.26557921704671,8
1498.447265625,3.26050916140985,8
1511.947265625,3.25540421434236,8
1525.447265625,3.25025775136913,8
1538.947265625,3.24506164737968,8
1552.447265625,3.23980630037949,8
1565.947265625,3.23448081058371,8
1579.447265625,3.22907337218217,8
1592.947265625,3.22357190670629,8
1606.447265625,3.21796490478418,8
1619.947265625,3.21224234652891,8
1633.447265625,3.20639646719704,8
1646.947265625,3.20042208849938,8
1660.447265625,3.19431631694955,8
1673.947265625,3.18807762600747,8
1687.447265625,3.18170458538077,8
1700.947265625,3.17519461622915,8
1714.447265625,3.16854306366713,8
1727.947265625,3.16174269719695,8
1741.447265625,3.15478362435671,8
1754.947265625,3.14765353055826,8
1768.447265625,3.1403380944296,8
1781.947265625,3.13282142968162,8
1795.447265625,3.12508642459148,8
1808.947265625,3.11711477579598,8
1822.447265625,3.10888640813659,8
1835.947265625,3.10037777523864,8
1849.447265625,3.09155831987332,8
1862.947265625,3.08238424831588,8
1876.447265625,3.07278793933818,8
1889.947265625,3.0626605803533,8
1903.447265625,3.05182679010814,8
1916.947265625,3.04001532490387,8
1930.447265625,3.02685221444479,8
1943.947265625,3.01194197887344,8
1957.447265625,2.99507475091594,8
1970.947265625,2.97641553913622,8
1984.447265625,2.956460054891,8
1997.947265625,2.93579853637998,8
2011.447265625,2.91489288179005,8
2024.947265625,2.89396614946862,8
2038.447265625,2.87298981366919,8
2051.947265625,2.85172182397394,8
2065.447265625,2.82975180758847,8
2078.947265625,2.80652620771786,8
2092.447265625,2.78134767866797,8
2105.947265625,2.75335953604144,8
2119.447265625,2.72152928843911,8
2132.947265625,2.68463459692195,8
2146.447265625,2.64124148030063,8
2159.947265625,2.58966228041633,8
2173.447265625,2.52788924641132,8
2186.947265625,2.45350622956392,8
2200.447265625,2.36357989109491,8
2213.947265625,2.25452637802819,8
2227.447265625,2.12194284675672,8
2240.947265625,2,7.56714114996509
2254.447265625,2,5.8734183774123
2267.947265625,2,4.94463176808387
2281.447265625,2,4.27362162062369
2294.947265625,2,3.74218882913398
2308.447265625,2,3.3033314085143
2321.947265625,2,2.93231935529417
2335.447265625,2,2.61388422645717
2348.947265625,2,2.33762807019483
2362.447265625,2,2.09603630427514
2375.947265625,2,1.8834762244819
2389.447265625,2,1.69560351343836
2402.947265625,2,1.52897424817233
2416.447265625,2,1.38078643623613
2429.947265625,2,1.24870908747851
2443.447265625,2,1.13076910108808
2456.947265625,2,1.0252750626866
2470.447265625,2,0.930764200209792
2483.947265625,2,0.845963919013124
2497.447265625,2,0.769762706399558
2510.947265625,2,0.70118725591924
2524.447265625,2,0.639383883806074
2537.947265625,2,0.583603031065735
2551.447265625,2,0.533186075794845
2564.947265625,2,0.487553944148194
2578.447265625,2,0.446197174178965
2591.947265625,2,0.408667193157515
2605.447265625,2,0.374568637762314
2618.947265625,2,0.343552590623618
2632.447265625,2,0.315310634227628
2645.947265625,2,0.289569639719167
2659.447265625,2,0.266087217687516
2672.947265625,2,0.24464776178935
2686.447265625,2,0.22505903295072
2699.947265625,2,0.207149190642153
2713.447265625,2,0.190764263316432
2726.947265625,2,0.175765960560263
